142	-5.26850	-5.29045	 1.41719	 1.47801	-0.43092	-0.52660	 2.14666	 2.20195	-0.99107	-1.22894	 0.33019	 0.28486	
143	-4.67436	-4.69821	 1.46690	 1.52514	-0.29616	-0.38876	 3.19600	 3.17743	-1.57902	-1.90294	 0.38270	 0.33869	
144	-4.07469	-4.10039	 1.50466	 1.56010	-0.13986	-0.22893	 5.54499	 5.33794	-3.34295	-3.86483	 0.43349	 0.39107	
145	-3.43060	-3.45817	 1.53147	 1.58369	 0.05289	-0.03189	 15.47915	 14.71508	-12.28687	-13.37069	 0.48578	 0.44539	
146	-2.84113	-2.87025	 1.54316	 1.59220	 0.25460	 0.17427	-6.96724	-6.56384	 9.39560	 9.48274	 0.53168	 0.49346	
147	-2.26636	-2.29671	 1.54191	 1.58764	 0.47792	 0.40249	-9.28345	-8.07102	 11.30238	 12.21444	 0.57464	 0.53886	
148	-1.71214	-1.74327	 1.52764	 1.56993	 0.72230	 0.65223	-0.23996	 0.07026	 3.54978	 3.59600	 0.61432	 0.58126	
149	-1.18392	-1.21523	 1.50038	 1.53916	 0.98685	 0.92261	 1.62472	 1.67580	 2.30848	 2.17341	 0.65041	 0.62034	
150	-0.68666	-0.71741	 1.46027	 1.49551	 1.27039	 1.21244	 2.43932	 2.23662	 2.03468	 1.86454	 0.68264	 0.65582	
151	-0.22483	-0.25415	 1.40761	 1.43929	 1.57140	 1.52018	 3.67261	 1.80795	 2.01262	 1.85487	 0.71079	 0.68748	
152	 0.19754	 0.17079	 1.34285	 1.37090	 1.88801	 1.84398	 3.42780	 2.64230	 2.07546	 1.94918	 0.73466	 0.71511	
153	 0.57659	 0.55454	 1.26676	 1.29066	 2.21806	 2.18161	 3.25969	 3.29615	 2.17080	 2.08223	 0.75412	 0.73856	
154	 0.90784	 0.89599	 1.18093	 1.19833	 2.55905	 2.53055	 3.48948	 3.48910	 2.27863	 2.22697	 0.76906	 0.75771	
155	 1.18862	 1.19332	 1.08592	 1.09489	 2.90794	 2.88817	 3.68188	 3.67244	 2.38913	 2.37101	 0.77936	 0.77255	
156	 1.42784	 1.43435	 0.97759	 0.98628	 3.25830	 3.25463	 3.84663	 3.84252	 2.49750	 2.50710	 0.78205	 0.78602	
157	 1.62414	 1.61829	 0.86969	 0.86072	 3.61716	 3.61608	 3.99050	 3.99426	 2.62122	 2.61027	 0.79173	 0.78355	
158	 1.77179	 1.76719	 0.74202	 0.72099	 3.99358	 4.01090	 4.12415	 4.13480	 2.72272	 2.72746	 0.78310	 0.79009	
